student_id,name,attendance,assignment,quiz,lab,midterm_exam,final_exam
1728,Donald Richards,28,63,34,68,65,47
1729,Miss Jade Wilkinson,86,86,97,48,61,31
1730,Damian Brown,67,73,73,33,48,94
1731,Martin McCarthy,72,23,69,100,34,25
1732,Kyle Arnold,97,50,27,58,27,22
1733,Mohammad Humphreys,65,33,97,41,21,72
1734,Raymond Fletcher,81,23,77,44,75,78
1735,Barbara Walker,35,95,34,40,95,45
1736,Dr Clive Davis,68,98,52,72,62,34
1737,Rebecca Johnson,66,83,48,55,58,27
1738,Vincent Bartlett,67,90,83,27,85,56
1739,Heather Smith,61,43,57,94,28,93
1740,Jack Mitchell,36,23,64,25,73,68
1741,Dr Dominic Noble,74,47,42,35,22,26
1742,Miss Charlotte Bailey,20,28,79,77,58,55
1743,Dr Mathew Moore,32,85,26,70,22,82
1744,Georgia Barnett-Baldwin,57,53,29,33,35,21
1745,Kieran Harris,85,44,29,99,34,80
1746,Michelle Parker,58,35,57,52,41,94
1747,Joanna Anderson,40,82,41,72,32,72
1748,Ms Patricia Holmes,88,20,75,73,43,22
1749,Mrs Holly Chambers,96,90,28,73,97,79
1750,Dr Abbie Rice,21,80,81,25,48,58
1751,Dr Damien Harrison,49,60,20,67,85,37
1752,Ms Frances Edwards,92,80,67,62,43,93
1753,Mr Stewart Wilkinson,100,47,78,46,58,34
1754,Jessica Allen,36,84,35,36,61,51
1755,Paula Hill,67,90,72,49,34,76
1756,Dr Sally Wilkinson,49,25,63,39,63,48
1757,Elaine Bull,58,39,84,100,42,43
1758,Karen Morgan,89,31,43,80,87,98
1759,Vincent Stewart-Rogers,50,24,62,31,69,24
1760,Brandon Blake,42,90,97,81,21,29
1761,Ronald Wood,22,89,86,42,31,27
1762,Duncan Gibbs,96,95,56,63,67,45
1763,Katherine May,71,35,69,93,42,26
1764,Miss Marion Barber,89,67,38,29,90,78
1765,Mr Damien Palmer,31,31,51,41,75,20
1766,Dominic Lowe-Adams,46,93,49,92,70,23
1767,Carly Pritchard,66,93,56,24,28,76
1768,Ms Teresa Hart,47,35,46,56,69,78
1769,Naomi Hunter,49,20,36,58,80,64
1770,Kathryn Thompson-Hill,72,61,36,98,94,58
1771,Mr Nicholas Smith,32,99,36,55,37,65
1772,Gary Cunningham,85,40,68,49,69,42
1773,Dr Graham Hughes,70,48,65,27,89,39
1774,Maurice Wood-Johnson,22,33,69,99,73,20
1775,Lindsey Smith-Cooper,100,53,60,72,71,74
1776,Miss Donna Tucker,57,64,85,40,87,87
1777,Gordon Barnett,77,65,64,48,80,56
1778,John Evans-Finch,76,36,73,70,40,88
1779,Francesca Clarke,41,68,35,47,84,90
1780,Mr Paul Shaw,85,89,50,69,60,93
1781,Jenna Williamson,99,43,53,35,54,99
1782,Dr Garry Howarth,53,54,51,69,63,82
1783,Dale Matthews-Smith,20,87,29,25,31,68
1784,Olivia Long,44,41,36,74,67,34
1785,Charlotte Davies,77,95,93,34,85,51
1786,Brenda Bell,59,39,86,39,79,72
1787,Jayne Berry,35,80,58,37,48,27
1788,Dr Geraldine Chapman,52,71,77,84,31,46
1789,Mr Charles Cox,33,76,49,78,56,60
1790,Ms Margaret Watson,48,76,76,44,81,32
1791,Dr Abbie Roberts,72,39,54,30,64,21
1792,Mr Alan Williams,43,47,80,89,71,45
1793,Miss Hollie Warner,43,71,41,100,54,37
1794,Callum Hunter,98,86,89,86,76,86
1795,Max Smith,98,72,81,21,92,78
1796,Geoffrey Atkinson-Read,84,98,39,85,47,21
1797,Dr Liam Reed,21,48,54,75,42,58
1798,Kate Hartley,97,37,40,59,64,40
1799,Mrs Amber Marsh,34,27,98,66,58,32
1800,Sally Ellis,91,69,36,65,34,54
1801,Dr Jason Saunders,50,77,99,32,34,46
1802,Vanessa Powell,60,79,42,50,100,92
1803,Alexandra Bennett,73,54,23,98,37,70
1804,Anne Rowe-Wright,76,51,33,81,59,50
1805,Tracey Morris-Carr,43,98,66,92,27,21
1806,Craig Robinson,83,38,96,73,49,78
1807,Charles Barton,55,64,68,42,39,76
1808,Frederick Owen-Thomas,47,61,96,90,95,61
1809,Dr Michael Boyle,43,61,52,76,49,58
1810,Dr Tony Gordon,25,82,30,77,66,98
1811,Dr Philip Phillips,21,41,86,74,72,41
1812,Dr Gerald Smith,99,41,28,88,88,88
1813,Brandon Gordon-Lynch,56,49,46,100,89,82
1814,Alice Taylor,84,29,87,42,48,29
1815,Linda Shaw,34,100,49,35,23,87
1816,Mrs Hayley Hill,29,98,60,48,83,48
1817,Dr Ruth Brookes,60,61,57,48,39,51
1818,Ashleigh Ward-Burton,43,62,71,73,59,24
1819,Clive Davis-Phillips,59,79,93,48,32,31
1820,Shirley Smith,100,99,83,31,30,73
1821,Gillian Evans,54,84,23,77,66,92
1822,Mr Timothy Bird,85,92,48,46,72,29
1823,Dr Alice Hamilton,37,82,64,76,90,40
1824,Leanne Taylor,50,33,54,66,86,100
1825,Mrs Frances Miller,65,30,78,76,74,26
1826,Miss Susan Dyer,27,66,77,68,90,64
1827,Katie Johnson,45,89,100,38,95,29
1828,Ann Smith,91,75,45,31,25,90
1829,Fiona Pritchard-Coleman,91,97,37,72,90,52
1830,Phillip Butler,73,46,72,97,41,75
1831,Dr Mitchell George,35,56,66,29,72,50
1832,Chelsea King-Holmes,57,98,73,37,56,77
1833,Iain Russell,76,75,79,88,54,98
1834,Kimberley Hooper,45,90,27,45,28,35
1835,Lawrence Kay,50,63,85,47,43,26
1836,Marcus Gibson,89,20,52,69,79,68
1837,Dr Alex Dixon,57,94,26,98,90,63
1838,Clive Wright,68,77,100,58,65,28
1839,Fiona Price,55,53,60,85,21,59
1840,Harry Parry,58,52,46,79,42,67
1841,Mrs Melissa Bolton,25,75,81,64,94,67
1842,Mr Richard Burns,41,93,38,34,86,25
1843,Gerard Warner-Wilson,84,42,94,32,93,86
1844,Caroline Cross,25,68,80,21,63,36
1845,Robert Henderson,38,81,22,24,44,74
1846,Charles Taylor,34,98,71,42,40,65
1847,Brenda Martin,56,53,88,64,86,87
1848,Dr Bernard Atkinson,63,52,86,26,89,98
1849,Dale Thompson-Wong,95,75,66,20,70,49
1850,Amanda Watson,61,83,29,58,65,73
1851,Mr Geoffrey Fuller,79,86,66,28,88,64
1852,Dr Brandon Poole,98,27,41,74,98,41
1853,Dr Helen Gallagher,52,33,88,94,100,61
1854,Mrs Andrea Humphries,99,21,21,39,79,31
1855,Lesley Roberts,51,88,87,80,46,67
1856,Mr Ryan Thompson,62,90,33,76,48,68
1857,Henry Burton,26,75,42,74,91,97
1858,Ann Burns,33,81,21,48,84,99
1859,Ellie Butler,60,66,94,86,35,95
1860,Cheryl George,29,33,86,55,54,60
1861,Lynne Hayward,98,57,85,62,75,91
1862,William Gough,85,72,48,42,50,99
1863,Mr Kenneth Doyle,80,48,73,37,90,68
1864,Ms Sarah Wilson,65,37,79,31,72,28
1865,Miss Jade Kirk,49,96,68,52,92,76
1866,Judith Holt,89,64,24,87,98,92
1867,Roy Patel,81,28,74,98,55,79
1868,Christopher Summers-Green,20,59,94,29,75,42
1869,Thomas Hill,34,34,93,82,64,96
1870,Lorraine Davies,91,58,63,43,33,87
1871,Dr Claire Allen,56,43,70,85,39,98
1872,Jamie Wallis,66,91,43,40,73,70
1873,Leslie Edwards,52,98,68,69,36,82
1874,Eleanor Read,53,100,24,42,45,80
1875,Mr Jacob Patterson,79,49,33,84,97,77
1876,Carol Davey,33,67,100,49,44,45
1877,Kirsty Shepherd-Andrews,60,41,66,53,48,35
1878,Mr Phillip Nixon,24,59,66,58,95,26
1879,Paige Hammond,73,55,31,68,24,34
1880,Dr Tracey Hill,41,64,77,39,87,56
1881,Fiona Sanderson,83,88,36,31,94,62
1882,Dr Kathleen Wright,70,37,78,58,47,28
1883,Ashley Smith,39,90,33,98,21,100
1884,Miss Sylvia Lee,94,92,72,30,33,43
1885,Dr Geoffrey Waters,66,98,48,96,25,35
1886,Katy Hawkins,75,90,88,68,27,51
1887,Dr Declan Parkinson,76,78,52,20,39,34
1888,Jack Morris,47,68,41,60,47,44
1889,Dr Kayleigh Spencer,59,99,53,65,39,54
1890,Lynn Williams-Smith,25,75,37,83,24,74
1891,Robin Shaw,97,23,69,83,28,34
1892,Tom Humphries,25,67,100,73,94,68
1893,Kayleigh Read,59,82,53,23,38,39
1894,Ryan Yates,33,66,67,53,37,92
1895,Liam Payne,66,83,88,69,24,97
1896,Marcus Norman,64,32,68,77,62,35
1897,Clifford Morgan,37,81,87,36,48,30
1898,Ellie McLean,47,48,23,92,42,35
1899,Reece Ali,100,93,57,77,88,30
1900,Danny Turner,23,31,85,66,82,79
1901,Dr Louis Davies,21,42,24,40,30,32
1902,Dr Alan Hayes,62,22,59,43,95,53
1903,Wendy Bradshaw,26,76,48,33,28,64
1904,Jennifer Hancock-Godfrey,43,39,92,40,70,23
1905,Brenda Robinson,85,71,21,23,81,62
1906,Mr Tony Woods,65,27,92,77,72,42
1907,Georgia Franklin,28,60,60,20,49,30
1908,Beth Matthews,35,35,77,33,64,76
1909,Tracey Shepherd,64,55,74,78,23,55
1910,Lawrence Bell,51,92,72,77,94,65
1911,Mrs Gemma Thompson,81,98,52,23,99,46
1912,Ian Wright,39,67,26,33,80,39
1913,Dr Melissa Atkinson,62,94,58,65,75,32
1914,Terry Phillips,55,56,100,75,62,50
1915,Jean Barker,60,68,97,49,72,85
1916,Liam James,83,31,78,69,98,51
1917,Dr Lynn Moore,71,51,35,45,51,50
1918,Conor Robinson,95,58,32,89,99,68
1919,Simon Lawrence,46,77,28,23,80,71
1920,Stacey Taylor,39,56,95,62,48,99
1921,Mrs Georgia Abbott,40,47,39,75,86,53
1922,Georgia Payne,50,43,76,28,78,44
1923,Keith Pickering,52,92,48,85,69,39
1924,James James,90,86,54,46,99,92
1925,Katy Hughes,95,52,33,25,30,35
1926,Eric Smith,33,27,96,88,35,62
1927,Henry Lane,96,69,20,53,37,31
1928,Gary Patel,60,47,71,58,45,59
1929,Ms Kayleigh Ellis,20,54,29,91,45,85
1930,Dr Darren Smith,50,86,22,58,53,87
1931,Gordon Evans,82,69,24,42,80,94
1932,Mohammad Hughes-Holloway,30,49,98,97,86,43
1933,Kenneth Curtis-Walker,33,23,75,54,63,71
1934,Lewis Moore,88,43,42,54,35,88
1935,Ms Hayley Hancock,96,32,49,25,85,57
1936,Ann Kaur-Clark,30,55,53,38,34,84
1937,Martyn Jones,58,90,67,33,42,78
1938,Kathleen Marshall,67,64,35,29,88,43
1939,Chloe Newton-Davey,68,87,57,23,73,29
1940,Jenna Doyle,36,88,39,94,36,68
1941,Mr Toby Burton,29,72,56,61,72,83
1942,Robin Coleman,86,37,97,21,43,56
1943,Dr Antony Smith,51,87,59,80,54,70
1944,Mr Edward Burton,24,31,89,86,56,72
1945,Jordan Carter,78,98,89,61,65,43
1946,Graeme Gardner,37,39,22,21,43,52
1947,Dr Tracy Pearson,64,68,42,31,31,24
1948,Clifford Fisher-Marsh,58,74,62,100,58,69
1949,Jason White,45,68,50,73,23,67
1950,Dr Jack Brown,83,92,41,69,41,75
1951,Kathryn Harper,76,49,45,57,57,62
1952,Clifford Berry,60,83,66,42,69,23
1953,Iain Richards,34,64,58,94,29,34
1954,Mark Oliver,99,89,62,24,44,61
1955,Dr John Brown,41,61,41,95,20,23
1956,Roger Thompson-Perry,85,43,56,31,79,81
1957,Joanna Newman-Higgins,53,97,27,75,84,68
1958,George Smith,22,63,44,71,82,51
1959,Nathan Hall,60,84,77,57,100,72
1960,Sheila Wood,73,77,45,43,63,60
1961,Jill Knowles-Jones,79,57,86,70,68,35
1962,Helen Wells,98,90,27,45,22,62
1963,Dean Gordon,89,20,60,62,55,60
1964,Lee White,91,71,94,45,34,60
1965,Molly Rahman,52,82,39,44,31,24
1966,Mrs Dorothy Phillips,43,68,31,88,24,26
1967,Jeffrey Johnson-Smith,57,44,31,71,47,27
1968,Miss Lynda Hayes,31,21,97,77,51,54
1969,Hugh Jones,68,20,57,41,77,96
1970,Gary Parker-Joyce,74,93,56,58,45,64
1971,Dr Debra Jones,43,100,32,51,87,92
1972,Carly Cooper,35,40,28,96,45,28
1973,Gail Arnold,67,54,45,87,82,86
1974,Miss Joanne Flynn,84,75,42,90,31,96
1975,Dr Emma Moore,63,50,36,84,33,60
1976,Shaun Ferguson,87,83,92,64,21,35
1977,Wayne Parkin,35,46,54,78,45,31
1978,Connor Stone,37,88,23,41,33,36
1979,Dr Joshua Stephenson,90,66,75,73,100,65
1980,Neil Taylor-O'Connor,98,70,23,35,43,92
1981,Sylvia Robinson-Smith,69,51,100,42,88,22
1982,Ben Oliver,27,38,79,78,20,20
1983,Cheryl Smith,56,58,75,71,57,60
1984,Lewis Williams,49,100,37,49,42,94
1985,Mr Glen Watkins,95,51,27,92,67,56
1986,Miss Maria Baldwin,32,44,71,36,77,55
1987,Mr Francis Gill,98,44,39,32,91,48
1988,Simon Roberts-Roberts,24,60,20,65,33,35
1989,Dr Gail Williams,73,45,24,72,22,43
1990,Dr Gavin James,83,67,44,87,20,56
1991,Roger Green,96,98,87,55,88,21
1992,Timothy Rogers,71,63,33,74,25,57
1993,Miss Angela Conway,53,56,71,28,21,86
1994,Katie Read,34,59,85,100,51,42
1995,Anna Spencer,33,61,34,92,57,23
1996,Ms Joanna Williams,30,51,34,98,22,92
1997,Damian Dickinson,55,78,52,67,47,29
1998,Miss Jodie Lord,62,99,35,82,41,87
1999,Adam Stone-Harvey,92,55,73,70,20,95
2000,Dawn Hayes,42,89,83,72,74,84
2001,Gavin Woodward,20,84,41,38,100,46
2002,Ian Macdonald,20,23,44,69,53,98
2003,Roger Stevens,96,96,72,24,20,72
2004,Matthew Moss-Moran,97,71,31,48,52,45
2005,Mr Nicholas Begum,54,55,91,80,78,24
2006,Jack Pollard,21,90,44,82,41,38
2007,Leigh Johnson,72,88,64,52,36,86
2008,Dr Gerald Wood,25,88,57,47,90,65
2009,Nigel Wells,22,98,54,97,60,28
2010,Olivia Bishop,45,23,27,40,51,33
2011,Conor Coleman,23,98,36,92,87,25
2012,Clifford Hill,86,77,25,30,22,71
2013,Holly Thompson-Oliver,62,46,61,78,41,33
2014,Tom Sharp,39,64,57,23,80,51
2015,Mr Keith Booth,98,83,40,53,36,55
2016,Joe Matthews,43,21,70,63,83,88
2017,Angela Turner-Kelly,39,83,54,54,96,45
2018,Jenna Elliott-Long,41,91,100,86,60,85
2019,Dr Michael Sullivan,72,59,62,52,45,29
2020,Tina Knowles,96,32,95,94,86,83
2021,Adam Evans,30,77,87,50,95,55
2022,Mr Allan O'Brien,78,98,34,20,46,62
2023,Gordon Sharp,85,86,61,99,93,83
2024,Mrs Elaine Ford,52,46,89,39,85,100
2025,Stacey Horton,97,61,77,41,40,51
2026,Clifford Lee,62,30,55,50,66,50
2027,Steven Graham-Robinson,67,59,30,51,38,34
2028,Mr Neil McDonald,68,50,83,88,70,75
2029,Dr Bethan Hunter,67,95,24,82,57,64
2030,Mr Steven Matthews,33,73,32,30,94,57
2031,Irene Moss,48,30,87,21,27,86
2032,Alice Mitchell-Johnson,43,85,84,87,27,59
2033,Linda Parry,62,89,54,57,74,98
2034,Joe Coleman,73,42,84,33,20,54
2035,Diane Ward,77,72,31,32,81,70
2036,Adam Smith,79,42,56,52,49,72
2037,Charlotte Oliver,65,63,22,74,40,62
2038,Kayleigh Lawson,71,50,44,23,24,51
2039,Dr Marilyn Warren,54,41,90,91,37,34
2040,Elliot Brown,83,47,69,72,89,78
2041,Ms Chloe Green,78,57,29,34,96,78
2042,Eleanor Harrison,42,33,77,77,58,74
2043,Louis Bradshaw-Davidson,62,76,52,71,51,48
2044,Shaun Pearce-Holland,30,88,27,21,70,87
2045,Max Thompson,75,90,79,68,66,79
2046,Emily Blake,75,36,26,42,72,77
2047,Dr Adam Morton,39,85,21,22,49,95
2048,Dr Naomi Johnston,25,58,34,94,25,66
2049,Dawn Blake,59,91,26,75,27,20
2050,Gary Pugh,32,98,30,99,24,29
2051,Dr Geoffrey Brennan,57,68,27,21,66,62
2052,Bruce Jones-Quinn,91,60,69,58,20,48
2053,Ms Kirsty Carter,52,88,60,31,29,79
2054,Mr Shane Talbot,95,97,54,58,68,94
2055,Roy Cooke,59,21,49,30,68,95
2056,Dr Aaron Glover,71,23,47,68,94,87
2057,Lynne Gilbert-Townsend,74,86,67,51,73,86
2058,Carol Young,70,100,65,64,38,61
2059,Mr Wayne Williams,44,72,100,82,37,65
2060,Leigh Thomas,23,25,89,43,96,65
2061,Samuel Thomas,39,82,88,90,77,79
2062,Russell Brown,53,80,68,79,86,95
2063,Vincent Pearson,53,70,44,84,25,76
2064,Jade O'Connor,55,30,89,46,91,42
2065,Mr Gordon Cox,64,73,73,99,71,42
2066,Nathan Moore,53,44,47,87,58,28
2067,Mr Gregory Roberts,41,39,82,89,29,59
2068,Mrs Paula Patel,74,29,21,56,55,27
2069,Miss Ellie Fowler,85,91,63,43,54,44
2070,Miss Carly Hooper,27,23,79,35,86,63
2071,Abbie McLean,85,27,64,86,59,35
2072,Tracy Taylor,61,49,96,47,37,97
2073,Dr Denise Marsh,39,81,47,55,88,74
2074,Tracy Smith,20,52,89,92,69,36
2075,Patricia Williams,55,42,80,35,60,50
2076,Lorraine Morgan-Watts,32,70,42,30,33,62
2077,Mrs Lydia Patel,40,27,39,26,53,94
2078,Mary Davies,98,43,54,26,76,73
2079,Jane Haynes,53,24,80,55,72,43
2080,Anne Fisher,80,95,92,73,52,78
2081,Victoria Chamberlain-Patel,86,96,80,72,79,43
2082,Ms Donna Law,31,80,25,94,85,30
2083,Danielle Wilson,54,60,100,21,84,69
2084,Douglas Cole,98,100,77,24,73,36
2085,Mrs Josephine Hussain,50,50,44,33,24,88
2086,Kerry Ball,45,39,45,62,77,98
2087,Vincent Patel,34,61,53,48,78,30
2088,Dr Shane Lewis,67,96,32,55,68,43
2089,Stephen James,89,49,46,95,20,60
2090,Leanne White-Rahman,54,93,32,89,95,86
2091,Mr Mohammed Perry,26,28,57,89,80,21
2092,Dr William Chambers,71,59,60,65,47,80
2093,Henry Roberts,69,51,53,54,38,21
2094,Dr Marilyn Edwards,34,60,38,33,73,71
2095,Rosemary Rees,27,61,49,82,100,50
2096,Ben Doyle,91,79,56,46,63,71
2097,Samantha Clark,76,21,60,47,80,76
2098,Donna Johnson,33,86,46,98,23,78
2099,Shirley Rees,47,63,100,98,56,61
2100,Mr Benjamin McDonald,93,28,81,61,92,26
2101,Hannah Harrison,51,35,29,32,61,56
2102,Dr Aaron Harding,92,47,25,21,63,66
2103,David Parker,26,80,20,34,56,89
2104,Leah Morris,36,55,49,35,88,22
2105,Linda Thomas,25,99,46,71,39,83
2106,Miss Patricia Ward,78,67,65,32,54,45
2107,Carly Scott,52,76,71,73,97,98
2108,Phillip Thomas,86,69,100,39,82,26
2109,Dr Amber Rowe,69,62,39,51,98,89
2110,Mrs Ann Wood,57,29,53,84,75,68
2111,Bernard Harrison,20,61,47,82,87,61
2112,Cameron Bowen-Stokes,97,49,64,47,65,48
2113,Miss Janet Ball,72,58,66,60,84,76
2114,Miss Pauline Bond,43,66,29,92,77,45
2115,Dr Scott Bibi,97,21,33,23,36,31
2116,Ricky Middleton,24,44,52,85,95,92
2117,Lydia Pickering,89,26,34,81,46,59
2118,Mr Alex Roberts,33,30,31,80,96,49
2119,Mr Reece Hewitt,87,22,20,23,96,83
2120,Thomas Brown,22,73,51,28,55,71
2121,Kelly Dennis,64,96,87,64,32,100
2122,Dr Dale Allan,67,91,40,61,87,31
2123,Dr Jason Harrison,39,48,53,80,20,35
2124,Mrs Hollie Riley,100,30,64,40,34,66
2125,Mrs Jemma Atkinson,77,34,45,31,62,43
2126,Dr Melissa Greenwood,92,71,82,92,98,88
2127,Mr Trevor Hill,73,28,54,71,53,69
2128,Timothy Wood,32,87,44,82,20,66
2129,Jordan Thompson,80,35,91,79,69,66
2130,Dr Donna Cooper,27,73,65,90,98,49
2131,Craig Barker-Walsh,73,83,92,54,61,92
2132,Miss Joanna Harris,62,35,73,81,79,99
2133,Victor Clarke-Cox,69,100,89,27,85,92
2134,Dr Clive Smith,21,90,28,60,29,26
2135,Brenda Smith,75,72,97,54,35,62
2136,Damian Hope,39,70,94,63,86,61
2137,Peter Baker,99,44,68,73,76,28
2138,Mr Owen Williams,30,68,45,86,86,71
2139,Dr Katie Richardson,72,46,51,44,81,80
2140,Hollie Stokes,39,29,24,69,38,28
2141,Tom Brady,57,39,44,55,78,75
2142,Mr William Richardson,64,82,78,55,89,31
2143,Rita French,47,58,78,52,67,55
2144,Dominic Jones-Doherty,44,88,35,96,35,82
2145,Gavin Gill,44,72,28,100,34,37
2146,Sharon Wilson,70,52,88,25,40,30
2147,Mr Roger Jordan,93,24,74,75,80,45
2148,Clive Greenwood,40,49,67,80,36,100
2149,Denis Martin-Poole,50,59,50,66,54,58
2150,Jacob Walsh,62,34,42,26,78,40
2151,Judith Faulkner,75,52,56,43,64,52
2152,Miss Marian Carroll,99,33,39,53,98,56
2153,Jean Stevens,61,96,93,97,73,71
2154,Gemma Hunt,92,66,88,41,93,53
2155,Mr Gerard Holloway,88,96,81,36,35,90
2156,Kieran Williams,20,70,89,28,75,93
2157,Tracy Young,80,56,70,64,69,68
2158,Geraldine Hayward,37,79,53,60,83,48
2159,Derek Mason,41,92,41,53,30,52
2160,Mr Antony Whitehouse,34,48,33,28,25,46
2161,Louise Spencer,65,57,31,98,71,22
2162,Lisa Lees-Johnson,55,42,51,62,70,74
2163,Bernard Black,91,23,58,24,59,86
2164,Dr Christian Kemp,53,45,30,72,77,71
2165,Dennis Anderson,47,32,64,62,49,87
2166,Charles Payne,37,65,90,75,82,98
2167,Jacob Wright,99,85,27,20,74,60
2168,Karen Lambert,63,21,45,34,47,23
2169,Bethany Harrison,84,92,95,73,22,77
2170,Ruth Jenkins-Owen,63,43,63,33,34,75
2171,Denise Miller-Berry,23,61,97,69,21,96
2172,Mathew Evans-Williams,95,38,75,81,38,38
2173,Dr Craig Hughes,24,95,31,28,57,61
2174,Ben Barber,33,34,86,36,43,43
2175,Miss Leanne Williams,80,95,22,78,54,43
2176,William Arnold-Banks,24,79,74,35,81,63
2177,Gareth Wilkinson,80,96,83,69,54,65
2178,George Lane,45,49,34,76,96,79
2179,Valerie Morgan,81,67,96,92,66,33
2180,Shaun Hewitt,54,73,28,79,88,51
2181,Emma Sutton,79,95,20,66,70,86
2182,Dr Charles Taylor,72,56,35,84,93,62
2183,Brett Cole,37,26,68,74,28,82
2184,Anne Clarke,89,23,32,86,87,80
2185,Owen Metcalfe,54,25,39,56,61,67
2186,Alexandra Hughes,70,56,30,85,52,46
2187,Jacob Jones,29,33,82,46,47,36
2188,Rachel Brown,41,60,79,36,90,52
2189,Dr Jean Wells,33,43,21,66,62,91
2190,Keith Holmes,76,48,68,30,95,71
2191,Miss Emma Dunn,85,87,98,66,59,26
2192,Ashleigh Hobbs,74,35,96,82,67,42
2193,Alexandra Stone-Kennedy,42,98,36,59,86,91
2194,Elliot Hughes,95,71,27,87,36,100
2195,Hilary Miller,51,30,57,57,34,39
2196,Neil Godfrey,43,80,77,98,93,21
2197,Jennifer Robinson,34,64,30,45,97,41
2198,Caroline Mason,69,45,93,37,49,23
2199,Mrs Lisa Perry,57,82,60,82,68,74
2200,Jordan Skinner,46,92,58,37,49,45
2201,Katherine Bell,71,98,97,68,88,86
2202,Paula Sullivan,69,33,78,64,79,82
2203,Russell Richards,20,45,24,92,40,29
2204,Glenn Bailey,86,65,74,60,90,45
2205,Dr Kimberley Brooks,64,30,74,86,73,33
2206,Nicholas Butler,44,31,75,52,98,24
2207,Jeffrey Hardy-Miles,40,78,69,84,25,64
2208,Adam Ali,68,46,58,41,96,89
2209,Geraldine Hardy,49,56,29,40,70,92
2210,Mrs Lynda Greenwood,39,27,30,30,45,49
2211,Ms Joanna Hopkins,69,66,41,82,77,80
2212,Paige Dodd-Dean,56,46,30,64,33,23
2213,Ms Gemma Ryan,66,63,71,47,44,54
2214,Katie Bradley,56,28,47,51,22,68
2215,Graham Jones,80,42,72,26,99,88
2216,Louise Foster,50,49,77,56,93,80
2217,Jasmine Thompson-Turner,83,50,56,53,73,81
2218,Mrs Kathryn Kay,20,57,85,21,70,51
2219,Leanne Kent,23,87,91,21,58,87
2220,Sean Jones,24,86,86,72,54,64
2221,Matthew Richards,75,61,70,43,34,20
2222,Jack Webb,28,95,94,69,66,52
2223,Susan Dixon,66,40,59,26,48,61
2224,Dr Claire Crawford,83,29,88,63,79,32
2225,Katherine Walton,72,45,55,57,30,89
2226,Anna Goddard,81,65,68,79,62,29
2227,Ian Brown,55,87,63,57,29,34
2228,Grace Dixon-King,37,67,57,87,51,24
2229,Julie O'Connor,90,54,53,52,90,79
2230,Anne Bradley-Cook,66,59,51,79,37,72
2231,Abdul Conway-Bruce,33,47,61,93,34,97
2232,Ian Wilson,63,20,45,44,41,81
2233,Marc Nicholson,29,37,90,68,53,36
2234,Mrs Lisa Woods,29,93,50,62,88,53
2235,Diane Williams-Norton,57,81,34,21,48,46
2236,Anthony Stephenson,80,74,97,63,42,21
2237,Victoria Booth,32,56,61,21,86,83
2238,Deborah Wright,30,32,66,93,73,76
2239,David Cole,76,34,57,49,26,43
2240,Aaron Woods,48,82,54,22,97,53
2241,Dr Denis Howard,28,21,41,76,46,63
2242,Mr Jacob Roberts,83,25,66,97,90,87
2243,Carolyn Reed,81,71,71,26,98,39
2244,Miss Sian Carey,36,62,61,79,70,89
2245,Jason Thorpe,24,72,92,28,55,48
2246,Mrs Paula Wood,75,81,23,94,83,60
2247,Tony Rose,63,52,73,84,71,94
2248,Gemma Wilson,22,68,84,93,58,50
2249,Lydia Brown,66,45,96,72,35,68
2250,Patricia O'Connor-Jones,88,63,49,44,92,95
2251,Dr Timothy Wilkinson,91,86,85,78,29,84
2252,Joseph Carter,95,92,90,61,89,20
2253,Carole Hunt,50,72,24,93,43,73
2254,Luke Slater,46,20,31,96,71,64
2255,Adrian Fowler-Patel,98,92,59,33,78,42
2256,Dr Joan Patel,96,56,71,73,22,27
2257,Gerald Hughes,36,80,55,38,99,63
2258,Steven Ali-Bennett,34,24,42,60,91,95
2259,Dr Mitchell Johnson,54,84,43,33,74,46
2260,Dr Joshua Gregory,25,53,42,72,33,80
2261,Kathryn Stevens-Rose,95,43,71,97,90,39
2262,Shirley King-Humphreys,59,87,36,31,28,97
2263,Ms Nicole Collins,61,62,28,94,21,100
2264,Douglas Johnson-Foster,25,25,45,51,38,23
2265,Peter Jones,76,47,24,64,55,44
2266,Trevor Hammond,27,44,62,77,50,78
2267,Miss Leanne Chapman,63,34,47,99,99,26
2268,Mr Frank Charlton,55,26,45,90,47,23
2269,Garry Gough-Hall,99,20,31,61,94,33
2270,Ben Goddard,33,75,81,32,57,79
2271,Ms Julie Wood,33,55,71,75,26,87
2272,Samuel Savage,73,33,44,83,95,96
2273,Mrs Harriet Jones,40,70,31,35,20,63
2274,Lucy Walton-Coleman,89,91,57,89,52,27
2275,Dr Hannah Vincent,100,63,23,60,50,77
2276,Joel Stevenson,75,81,58,60,27,31
2277,Aimee Davies,43,64,84,52,49,52
2278,Julian Walters-Nelson,54,30,75,93,64,67
2279,Jonathan Harrison,28,85,95,59,79,61
2280,Debra Cooper,47,32,45,30,40,34
2281,Mr Jonathan Foster,39,80,21,53,54,72
2282,Declan Grant,82,49,34,81,68,44
2283,Miss Sandra Collins,23,57,26,65,35,64
2284,Dr Clive Shaw,85,87,67,90,72,91
2285,Julia Green-Smith,60,27,59,58,59,94
2286,Gillian Vaughan,50,50,78,71,86,38
2287,Kerry Johnson-Wood,80,24,27,64,99,71
2288,Mr Colin Smith,92,53,68,71,69,52
2289,Robert Burgess,77,55,48,73,42,98
